#AccessRule,user,domain,typeId,permission,principal,permissionList,state,allExceptPrincipal
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/Gerber文件,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.gerberDoc,+,HARDWARE_ENGINEER,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/Gerber文件,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.gerberDoc,+,MATERIAL_CONTROL,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/Gerber文件,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.gerberDoc,+,PROCUREMENT_REPRESENT,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/Gerber文件,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.gerberDoc,+,PRODUCT_DATA_ENGINGEER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/Gerber文件,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.gerberDoc,+,PRODUCT_DECISION_COMMITTEE,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/Gerber文件,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.gerberDoc,+,PRODUCT_MANAGER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/Gerber文件,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.gerberDoc,+,PRODUCT_QUALITY_ENGINEER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/Gerber文件,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.gerberDoc,+,PRODUCT_SAFE_ENGINEER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/Gerber文件,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.gerberDoc,+,PROJECT MANAGER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/Gerber文件,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.gerberDoc,+,PROJECT_ASSISTANT,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/Gerber文件,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.gerberDoc,+,QUALITY_REPRESENTATIVE,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/Gerber文件,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.gerberDoc,+,RELIABILITYENGINEER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/Gerber文件,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.gerberDoc,+,STANDARDIZATION_ENGINEER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/Gerber文件,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.gerberDoc,+,STRUCTURAL_DESIGN_ENGINEER,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/Gerber文件,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.gerberDoc,+,SUPPLIER_UQALITY_MANAGEMENT,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/Gerber文件,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.gerberDoc,+,SYSTEM_ENGINEER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/Gerber文件,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.gerberDoc,+,teamMembers,7,RELEASED,false
#AccessRule,user,domain,typeId,permission,principal,permissionList,state,allExceptPrincipal
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/PCBA装配图,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.pcbaDrawing,+,CATL_EE_READER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/PCBA装配图,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.pcbaDrawing,+,CATL_HARNESS_READER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/PCBA装配图,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.pcbaDrawing,+,CATL_MANUFACTURER_READER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/PCBA装配图,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.pcbaDrawing,+,CATL_MCAD_READER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/PCBA装配图,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.pcbaDrawing,+,CATL_PROCESS_READER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/PCBA装配图,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.pcbaDrawing,+,CATL_SE_READER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/PCBA装配图,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.pcbaDrawing,+,CATL_THERMAL_EMULATION_READER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/PCBA装配图,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.pcbaDrawing,+,CERTIFICATION_ENGINEER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/PCBA装配图,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.pcbaDrawing,+,DEVELOP_REPRESENT,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/PCBA装配图,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.pcbaDrawing,+,DOCUMENT_CONTROLLER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/PCBA装配图,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.pcbaDrawing,+,EE_SYSTEM_ENGINEER,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/PCBA装配图,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.pcbaDrawing,+,HARDWARE_ENGINEER,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/PCBA装配图,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.pcbaDrawing,+,MATERIAL_CONTROL,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/PCBA装配图,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.pcbaDrawing,+,PROCUREMENT_REPRESENT,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/PCBA装配图,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.pcbaDrawing,+,PRODUCT_DATA_ENGINGEER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/PCBA装配图,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.pcbaDrawing,+,PRODUCT_DECISION_COMMITTEE,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/PCBA装配图,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.pcbaDrawing,+,PRODUCT_MANAGER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/PCBA装配图,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.pcbaDrawing,+,PRODUCT_QUALITY_ENGINEER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/PCBA装配图,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.pcbaDrawing,+,PRODUCT_SAFE_ENGINEER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/PCBA装配图,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.pcbaDrawing,+,PROJECT MANAGER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/PCBA装配图,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.pcbaDrawing,+,PROJECT_ASSISTANT,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/PCBA装配图,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.pcbaDrawing,+,QUALITY_REPRESENTATIVE,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/PCBA装配图,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.pcbaDrawing,+,RELIABILITYENGINEER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/PCBA装配图,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.pcbaDrawing,+,STANDARDIZATION_ENGINEER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/PCBA装配图,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.pcbaDrawing,+,STRUCTURAL_DESIGN_ENGINEER,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/PCBA装配图,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.pcbaDrawing,+,SUPPLIER_UQALITY_MANAGEMENT,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/PCBA装配图,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.pcbaDrawing,+,SYSTEM_ENGINEER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/PCBA装配图,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.pcbaDrawing,+,teamMembers,7,RELEASED,false
#AccessRule,user,domain,typeId,permission,principal,permissionList,state,allExceptPrincipal
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/产品技术文件,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.technicalDoc,+,CATL_DEVICE_READER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/产品技术文件,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.technicalDoc,+,CATL_EE_READER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/产品技术文件,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.technicalDoc,+,CATL_HARNESS_READER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/产品技术文件,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.technicalDoc,+,CATL_MANUFACTURER_READER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/产品技术文件,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.technicalDoc,+,CATL_MCAD_READER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/产品技术文件,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.technicalDoc,+,CATL_PROCESS_READER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/产品技术文件,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.technicalDoc,+,CATL_QUALITY_READER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/产品技术文件,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.technicalDoc,+,CATL_SERVICE_READER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/产品技术文件,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.technicalDoc,+,CATL_SE_READER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/产品技术文件,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.technicalDoc,+,CATL_TEST_READER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/产品技术文件,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.technicalDoc,+,CATL_THERMAL_EMULATION_READER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/产品技术文件,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.technicalDoc,+,COMPONENT_ENGINEER,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/产品技术文件,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.technicalDoc,+,CUSTOMER_SERVICE_REPRESENT,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/产品技术文件,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.technicalDoc,+,DEVELOP_REPRESENT,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/产品技术文件,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.technicalDoc,+,DOCUMENT_CONTROLLER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/产品技术文件,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.technicalDoc,+,EE_SYSTEM_ENGINEER,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/产品技术文件,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.technicalDoc,+,EQUIPMENT_ENGINEER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/产品技术文件,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.technicalDoc,+,HARDWARE_ENGINEER,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/产品技术文件,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.technicalDoc,+,MANUFACTURE_REPRESENT,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/产品技术文件,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.technicalDoc,+,MATERIAL_CONTROL,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/产品技术文件,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.technicalDoc,+,PLAN_CONTROL,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/产品技术文件,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.technicalDoc,+,POST_SALES_ENGINEER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/产品技术文件,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.technicalDoc,+,PROCESS_ENGINEER,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/产品技术文件,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.technicalDoc,+,PROCUREMENT_REPRESENT,0/2/10/13,ALL,false
