#UserGroup,user,groupName,,userName,DirectoryService
UserGroup,,热管理仿真组,,60010114,
UserGroup,,热管理仿真组,,60006225,
UserGroup,,热管理仿真组,,60001278,
UserGroup,,热管理仿真组,,60003153,
UserGroup,,热管理仿真组,,60007786,
UserGroup,,热管理仿真组,,60010142,
UserGroup,,热管理仿真组,,60008165,
UserGroup,,热管理仿真组,,60009657,
UserGroup,,热管理仿真组,,60008808,
UserGroup,,热管理仿真组,,60011547,
UserGroup,,热管理仿真组,,60008813,
UserGroup,,热管理仿真组,,60000336,
UserGroup,,热管理仿真组,,60000359,
UserGroup,,热管理仿真组,,60007825,
UserGroup,,热管理仿真组,,60010315,
UserGroup,,热管理仿真组,,60000535,
UserGroup,,热管理仿真组,,60000843,
UserGroup,,热管理仿真组,,60004942,
UserGroup,,热管理仿真组,,60009518,
UserGroup,,热管理仿真组,,60007824,
UserGroup,,热管理仿真组,,60000467,
UserGroup,,热管理仿真组,,60006297,
UserGroup,,热管理仿真组,,60010430,
UserGroup,,热管理仿真组,,60010504,
UserGroup,,热管理仿真组,,60010715,
UserGroup,,热管理仿真组,,60010299,
UserGroup,,热管理仿真组,,60010999,
UserGroup,,热管理仿真组,,60000888,
UserGroup,,热管理仿真组,,60002517,
UserGroup,,热管理仿真组,,60011313,
UserGroup,,热管理仿真组,,60011311,
UserGroup,,热管理仿真组,,60001072,
UserGroup,,热管理仿真组,,60000876,
UserGroup,,热管理仿真组,,60006683,
UserGroup,,热管理仿真组,,60012422,
UserGroup,,热管理仿真组,,60010441,
UserGroup,,热管理仿真组,,60011666,
UserGroup,,热管理仿真组,,60011001,
UserGroup,,热管理仿真组,,60010289,
UserGroup,,热管理仿真组,,60000108,
UserGroup,,热管理仿真组,,60010062,
UserGroup,,热管理仿真组,,60012284,
UserGroup,,热管理仿真组,,60010119,
UserGroup,,热管理仿真组,,60012725,
UserGroup,,热管理仿真组,,60012781,
UserGroup,,热管理仿真组,,60011663,
UserGroup,,热管理仿真组,,60007785,
UserGroup,,热管理仿真组,,60000122,
UserGroup,,热管理仿真组,,60000282,
UserGroup,,热管理仿真组,,60000125,
UserGroup,,热管理仿真组,,60000518,
UserGroup,,热管理仿真组,,60000409,
UserGroup,,热管理仿真组,,60000091,
UserGroup,,热管理仿真组,,60002031,
UserGroup,,热管理仿真组,,60009685,
UserGroup,,热管理仿真组,,60012495,
UserGroup,,热管理仿真组,,60011641,
UserGroup,,热管理仿真组,,60010803,
UserGroup,,热管理仿真组,,60008800,
UserGroup,,热管理仿真组,,60009350,
UserGroup,,热管理仿真组,,60000400,
UserGroup,,热管理仿真组,,60000443,
UserGroup,,热管理仿真组,,60004945,
UserGroup,,热管理仿真组,,60009674,
UserGroup,,热管理仿真组,,60009353,
UserGroup,,热管理仿真组,,60000438,
UserGroup,,热管理仿真组,,60012408,
UserGroup,,热管理仿真组,,60000197,
UserGroup,,热管理仿真组,,60004707,
UserGroup,,热管理仿真组,,60012275,
UserGroup,,热管理仿真组,,60001081,
UserGroup,,热管理仿真组,,60000412,
UserGroup,,热管理仿真组,,60006212,
UserGroup,,热管理仿真组,,60010445,
UserGroup,,热管理仿真组,,60011770,
UserGroup,,热管理仿真组,,60009033,
UserGroup,,热管理仿真组,,60006507,
UserGroup,,热管理仿真组,,60004889,
UserGroup,,热管理仿真组,,60007267,
UserGroup,,热管理仿真组,,60011601,
UserGroup,,热管理仿真组,,60000173,
UserGroup,,热管理仿真组,,60006880,
UserGroup,,热管理仿真组,,60009349,
UserGroup,,热管理仿真组,,60009678,
UserGroup,,热管理仿真组,,60009345,
UserGroup,,热管理仿真组,,60008795,
UserGroup,,热管理仿真组,,60011126,
UserGroup,,热管理仿真组,,60011308,
UserGroup,,热管理仿真组,,60000407,
UserGroup,,热管理仿真组,,60009683,
UserGroup,,热管理仿真组,,60001653,
UserGroup,,热管理仿真组,,60008809,
UserGroup,,热管理仿真组,,60011660,
UserGroup,,热管理仿真组,,60012148,
UserGroup,,热管理仿真组,,60000044,
UserGroup,,热管理仿真组,,60003148,
UserGroup,,热管理仿真组,,60002708,
UserGroup,,热管理仿真组,,60002706,
UserGroup,,热管理仿真组,,60010141,
UserGroup,,热管理仿真组,,60010117,
UserGroup,,热管理仿真组,,60010124,
UserGroup,,热管理仿真组,,60010113,
UserGroup,,热管理仿真组,,60010134,
UserGroup,,热管理仿真组,,60008319,
UserGroup,,热管理仿真组,,60008013,
UserGroup,,热管理仿真组,,60008797,
UserGroup,,热管理仿真组,,60008804,
UserGroup,,热管理仿真组,,60008811,
UserGroup,,热管理仿真组,,60009631,
UserGroup,,热管理仿真组,,60009647,
UserGroup,,热管理仿真组,,60008789,
UserGroup,,热管理仿真组,,60010431,
UserGroup,,热管理仿真组,,60002709,
UserGroup,,热管理仿真组,,60009658,
UserGroup,,设备组,,60003159,
UserGroup,,设备组,,60007568,
UserGroup,,设备组,,60002223,
UserGroup,,设备组,,60002199,
UserGroup,,设备组,,60002228,
UserGroup,,设备组,,60002227,
UserGroup,,设备组,,60011527,
UserGroup,,设备组,,60002226,
UserGroup,,设备组,,60001329,
UserGroup,,设备组,,60009462,
UserGroup,,设备组,,60001334,
UserGroup,,设备组,,60001335,
UserGroup,,设备组,,60001331,
UserGroup,,设备组,,60001333,
UserGroup,,设备组,,60001337,
UserGroup,,设备组,,60001339,
UserGroup,,设备组,,60002221,
UserGroup,,设备组,,60002225,
UserGroup,,设备组,,60007071,
UserGroup,,设备组,,60001336,
UserGroup,,设备组,,60007727,
UserGroup,,设备组,,60007818,
UserGroup,,设备组,,60007198,
UserGroup,,设备组,,60010895,
UserGroup,,设备组,,60011543,
UserGroup,,设备组,,60010440,
UserGroup,,设备组,,60004935,
UserGroup,,设备组,,60008599,
UserGroup,,设备组,,60011317,
UserGroup,,设备组,,60000298,
UserGroup,,设备组,,60000052,
UserGroup,,设备组,,60001405,
UserGroup,,设备组,,60010501,
UserGroup,,设备组,,60000128,
UserGroup,,设备组,,60004618,
UserGroup,,设备组,,60011132,
UserGroup,,设备组,,60002650,
UserGroup,,设备组,,60000013,
UserGroup,,设备组,,60010288,
UserGroup,,设备组,,60000340,
UserGroup,,设备组,,60006009,
UserGroup,,设备组,,60000124,
UserGroup,,设备组,,60007591,
UserGroup,,设备组,,60001120,
UserGroup,,设备组,,60004566,
UserGroup,,设备组,,60000041,
UserGroup,,设备组,,60002974,
UserGroup,,设备组,,60008787,
UserGroup,,设备组,,60004714,
UserGroup,,设备组,,60000622,
UserGroup,,设备组,,60009521,
UserGroup,,设备组,,60004569,
UserGroup,,设备组,,60009655,
UserGroup,,设备组,,60004403,
UserGroup,,设备组,,60000020,
UserGroup,,设备组,,60003030,
UserGroup,,设备组,,60010893,
UserGroup,,设备组,,60007145,
UserGroup,,设备组,,60000258,
UserGroup,,设备组,,60000262,
UserGroup,,设备组,,60012276,
UserGroup,,设备组,,60007827,
UserGroup,,设备组,,60008328,
UserGroup,,设备组,,60004084,
UserGroup,,设备组,,60000290,
UserGroup,,设备组,,60001195,
UserGroup,,设备组,,60011128,
UserGroup,,线束组,,60000048,
UserGroup,,线束组,,60000237,
UserGroup,,线束组,,60004885,
UserGroup,,线束组,,60011763,
UserGroup,,线束组,,60002559,
UserGroup,,线束组,,60010487,
UserGroup,,线束组,,60000103,
UserGroup,,线束组,,60008318,
UserGroup,,线束组,,60009525,
UserGroup,,线束组,,60006230,
UserGroup,,线束组,,60001039,
UserGroup,,线束组,,60002705,
UserGroup,,线束组,,60000153,
UserGroup,,线束组,,60008009,
UserGroup,,线束组,,60000360,
UserGroup,,线束组,,60007823,
UserGroup,,线束组,,60000232,
UserGroup,,线束组,,60000415,
UserGroup,,线束组,,60000470,
UserGroup,,线束组,,60006006,
UserGroup,,线束组,,60011662,
UserGroup,,线束组,,60012149,
UserGroup,,线束组,,60000089,
UserGroup,,线束组,,60000050,
UserGroup,,线束组,,60000181,
UserGroup,,线束组,,60009028,
UserGroup,,线束组,,60000042,
UserGroup,,线束组,,60000227,
UserGroup,,线束组,,60008817,
UserGroup,,线束组,,60005307,
UserGroup,,线束组,,60011148,
UserGroup,,线束组,,60008592,
UserGroup,,线束组,,60001904,
UserGroup,,线束组,,60002857,
UserGroup,,线束组,,60010505,
UserGroup,,线束组,,60010722,
UserGroup,,线束组,,60008807,
UserGroup,,线束组,,60009661,
UserGroup,,线束组,,60011143,
UserGroup,,线束组,,60011546,
UserGroup,,线束组,,60003035,
UserGroup,,线束组,,60000148,
UserGroup,,线束组,,60000224,
UserGroup,,线束组,,60000329,
UserGroup,,线束组,,60000416,
UserGroup,,线束组,,60000432,
UserGroup,,线束组,,60000434,
UserGroup,,线束组,,60002152,
UserGroup,,线束组,,60002653,
UserGroup,,线束组,,60006005,
UserGroup,,线束组,,60006514,
UserGroup,,线束组,,60007197,
UserGroup,,线束组,,60009020,
UserGroup,,线束组,,60009664,
UserGroup,,线束组,,60009663,
UserGroup,,线束组,,60009662,
UserGroup,,线束组,,60010080,
UserGroup,,线束组,,60012415,
UserGroup,,线束组,,60012493,
UserGroup,,线束组,,60000043,
UserGroup,,线束组,,60000433,
UserGroup,,线束组,,60011314,
UserGroup,,线束组,,60006229,
UserGroup,,线束组,,60008597,
UserGroup,,线束组,,60008786,
UserGroup,,线束组,,60012360,
UserGroup,,线束组,,60000866,
UserGroup,,线束组,,60009652,
UserGroup,,线束组,,60008012,
UserGroup,,线束组,,60011147,
UserGroup,,线束组,,60000176,
UserGroup,,线束组,,60010109,
UserGroup,,线束组,,60010140,
UserGroup,,线束组,,60010143,
UserGroup,,线束组,,60009659,
UserGroup,,线束组,,60002702,
UserGroup,,线束组,,60007567,
UserGroup,,线束组,,60010111,
UserGroup,,线束组,,60006510,
UserGroup,,线束组,,60008810,
UserGroup,,线束组,,60009633,
UserGroup,,线束组,,60008815,
UserGroup,,线束组,,60009638,
UserGroup,,线束组,,60010158,
UserGroup,,线束组,,60008819,
UserGroup,,线束组,,60008814,
UserGroup,,线束组,,60008593,
UserGroup,,线束组,,60010125,
UserGroup,,线束组,,60010116,
UserGroup,,线束组,,60010114,
UserGroup,,线束组,,60006225,
UserGroup,,线束组,,60001278,
UserGroup,,线束组,,60003153,
UserGroup,,线束组,,60007786,
UserGroup,,线束组,,60010142,
UserGroup,,线束组,,60008165,
UserGroup,,线束组,,60009657,
UserGroup,,线束组,,60008808,
UserGroup,,线束组,,60011547,
UserGroup,,线束组,,60008813,
UserGroup,,线束组,,60000336,
UserGroup,,线束组,,60000359,
UserGroup,,线束组,,60007825,
UserGroup,,线束组,,60010315,
UserGroup,,线束组,,60000535,
UserGroup,,线束组,,60000843,
UserGroup,,线束组,,60004942,
UserGroup,,线束组,,60009518,
UserGroup,,线束组,,60007824,
UserGroup,,线束组,,60000467,
UserGroup,,线束组,,60006297,
UserGroup,,线束组,,60010430,
UserGroup,,线束组,,60010504,
UserGroup,,线束组,,60010715,
UserGroup,,线束组,,60010299,
UserGroup,,线束组,,60010999,
UserGroup,,线束组,,60000888,
UserGroup,,线束组,,60002517,
UserGroup,,线束组,,60011313,
UserGroup,,线束组,,60011311,
UserGroup,,线束组,,60001072,
UserGroup,,线束组,,60000876,
UserGroup,,线束组,,60006683,
UserGroup,,线束组,,60012422,
UserGroup,,线束组,,60010441,
UserGroup,,线束组,,60011666,
UserGroup,,线束组,,60011001,
UserGroup,,线束组,,60010289,
UserGroup,,线束组,,60000108,
UserGroup,,线束组,,60010062,
UserGroup,,线束组,,60012284,
UserGroup,,线束组,,60010119,
UserGroup,,线束组,,60012725,
UserGroup,,线束组,,60012781,
UserGroup,,线束组,,60011663,
UserGroup,,线束组,,60007785,
UserGroup,,线束组,,60000122,
UserGroup,,线束组,,60000282,
UserGroup,,线束组,,60000125,
UserGroup,,线束组,,60000518,
UserGroup,,线束组,,60000409,
UserGroup,,线束组,,60000091,
UserGroup,,线束组,,60002031,
UserGroup,,线束组,,60009685,
UserGroup,,线束组,,60012495,
UserGroup,,线束组,,60011641,
UserGroup,,线束组,,60010803,
UserGroup,,线束组,,60008800,
UserGroup,,线束组,,60009350,
UserGroup,,线束组,,60000400,
UserGroup,,线束组,,60000443,
UserGroup,,线束组,,60004945,
UserGroup,,线束组,,60009674,
UserGroup,,线束组,,60009353,
UserGroup,,线束组,,60000438,
UserGroup,,线束组,,60012408,
UserGroup,,线束组,,60000197,
UserGroup,,线束组,,60004707,
UserGroup,,线束组,,60012275,
UserGroup,,线束组,,60001081,
UserGroup,,线束组,,60000412,
UserGroup,,线束组,,60006212,
UserGroup,,线束组,,60010445,
UserGroup,,线束组,,60011770,
UserGroup,,线束组,,60009033,
UserGroup,,线束组,,60006507,
UserGroup,,线束组,,60004889,
UserGroup,,线束组,,60007267,
UserGroup,,线束组,,60011601,
UserGroup,,线束组,,60000173,
UserGroup,,线束组,,60006880,
UserGroup,,线束组,,60009349,
UserGroup,,线束组,,60009678,
UserGroup,,线束组,,60009345,
UserGroup,,线束组,,60008795,
UserGroup,,线束组,,60011126,
UserGroup,,线束组,,60011308,
UserGroup,,线束组,,60000407,
UserGroup,,线束组,,60009683,
UserGroup,,线束组,,60001653,
UserGroup,,线束组,,60008809,
UserGroup,,线束组,,60011660,
UserGroup,,线束组,,60012148,
UserGroup,,线束组,,60000044,
UserGroup,,线束组,,60003148,
UserGroup,,线束组,,60002708,
UserGroup,,线束组,,60002706,
UserGroup,,线束组,,60010141,
UserGroup,,线束组,,60010117,
UserGroup,,线束组,,60010124,
UserGroup,,线束组,,60010113,
UserGroup,,线束组,,60010134,
UserGroup,,线束组,,60008319,
UserGroup,,线束组,,60008013,
UserGroup,,线束组,,60008797,
UserGroup,,线束组,,60008804,
UserGroup,,线束组,,60008811,
UserGroup,,线束组,,60009631,
UserGroup,,线束组,,60009647,
UserGroup,,线束组,,60008789,
UserGroup,,线束组,,60010431,
UserGroup,,线束组,,60002709,
UserGroup,,线束组,,60009658,
UserGroup,,制造组,,60000075,
UserGroup,,制造组,,60004937,
UserGroup,,制造组,,60010297,
UserGroup,,制造组,,60009031,
UserGroup,,制造组,,60000815,
UserGroup,,制造组,,60000076,
UserGroup,,制造组,,60009904,
UserGroup,,制造组,,60003151,
UserGroup,,制造组,,60000219,
UserGroup,,制造组,,60000321,
UserGroup,,制造组,,60004022,
UserGroup,,制造组,,60004936,
UserGroup,,制造组,,60007821,
UserGroup,,制造组,,60000217,
UserGroup,,制造组,,60000065,
UserGroup,,制造组,,60000096,
UserGroup,,制造组,,60000140,
UserGroup,,制造组,,60004877,
UserGroup,,制造组,,60000098,
UserGroup,,制造组,,60002146,
UserGroup,,制造组,,60006004,
UserGroup,,制造组,,60004882,
UserGroup,,制造组,,60006512,
UserGroup,,制造组,,60004938,
UserGroup,,制造组,,60000523,
UserGroup,,制造组,,60000317,
UserGroup,,制造组,,60000040,
UserGroup,,制造组,,60000028,
UserGroup,,制造组,,60000113,
UserGroup,,制造组,,60000222,
UserGroup,,制造组,,60001222,
UserGroup,,质量组,,60003066,
UserGroup,,质量组,,60003204,
UserGroup,,质量组,,60001718,
UserGroup,,质量组,,60010745,
UserGroup,,质量组,,60007199,
UserGroup,,质量组,,60004099,
UserGroup,,质量组,,60010516,
UserGroup,,质量组,,60011463,
UserGroup,,质量组,,60011449,
UserGroup,,质量组,,60011459,
UserGroup,,质量组,,60010279,
UserGroup,,质量组,,60011462,
UserGroup,,质量组,,60006226,
UserGroup,,质量组,,60007565,
UserGroup,,质量组,,60008783,
UserGroup,,质量组,,60000419,
UserGroup,,质量组,,60010699,
UserGroup,,质量组,,60012441,
UserGroup,,质量组,,60001842,
UserGroup,,质量组,,60001861,
UserGroup,,质量组,,60001850,
UserGroup,,质量组,,60001852,
UserGroup,,质量组,,60001848,
UserGroup,,质量组,,60001858,
UserGroup,,质量组,,60001862,
UserGroup,,质量组,,60012446,
UserGroup,,质量组,,60012447,
UserGroup,,质量组,,60012448,
UserGroup,,质量组,,60012451,
UserGroup,,质量组,,60012459,
UserGroup,,质量组,,60011915,
UserGroup,,质量组,,60004419,
UserGroup,,质量组,,60007664,
UserGroup,,质量组,,60004571,
UserGroup,,质量组,,60010737,
UserGroup,,质量组,,60007663,
UserGroup,,质量组,,60004330,
UserGroup,,质量组,,60010738,
UserGroup,,质量组,,60004332,
UserGroup,,质量组,,60012357,
UserGroup,,质量组,,60004421,
UserGroup,,质量组,,60004092,
UserGroup,,质量组,,60004335,
UserGroup,,质量组,,60010748,
UserGroup,,质量组,,60004333,
UserGroup,,质量组,,60004088,
UserGroup,,质量组,,60002747,
UserGroup,,质量组,,60008785,
UserGroup,,质量组,,60009634,
UserGroup,,质量组,,60011811,
UserGroup,,质量组,,60012443,
UserGroup,,质量组,,60007684,
UserGroup,,质量组,,60002707,
UserGroup,,质量组,,60010802,
UserGroup,,质量组,,60000455,
UserGroup,,质量组,,60010805,
UserGroup,,质量组,,60010804,
UserGroup,,质量组,,60000848,
UserGroup,,质量组,,60012376,
UserGroup,,质量组,,60007204,
UserGroup,,质量组,,60010108,
UserGroup,,质量组,,60001863,
UserGroup,,质量组,,60008782,
UserGroup,,客服组,,60000525,
